Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Start Year,Start Month,Start Day,Start Quarter,CI_Sum
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,24.8,23.6,26.0,23.6 - 26.0,Unknown,2020,12,9,4,49.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,13.7,11.9,15.8,11.9 - 15.8,Unknown,2020,12,9,4,27.700000000000003
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,12.2,11.5,12.9,11.5 - 12.9,Unknown,2020,12,9,4,24.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,11.9,10.6,13.4,10.6 - 13.4,Unknown,2020,12,9,4,24.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,7.8,6.0,9.8,6.0 - 9.8,Unknown,2020,12,9,4,15.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,17.6,14.5,21.2,14.5 - 21.2,Unknown,2020,12,9,4,35.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,13.9,10.4,18.1,10.4 - 18.1,Unknown,2020,12,9,4,28.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,10.5,9.4,11.7,9.4 - 11.7,Unknown,2020,12,9,4,21.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,14.8,14.0,15.6,14.0 - 15.6,Unknown,2020,12,9,4,29.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,11.7,11.1,12.3,11.1 - 12.3,Unknown,2020,12,9,4,23.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,20.7,20.1,21.4,20.1 - 21.4,Unknown,2021,1,6,1,41.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,20.7,18.7,22.7,18.7 - 22.7,Unknown,2021,1,6,1,41.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,21.1,19.7,22.7,19.7 - 22.7,Unknown,2021,1,6,1,42.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,21.5,20.1,22.8,20.1 - 22.8,Unknown,2021,1,6,1,42.900000000000006
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,20.6,19.4,21.9,19.4 - 21.9,Unknown,2021,1,6,1,41.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,20.4,19.3,21.6,19.3 - 21.6,Unknown,2021,1,6,1,40.900000000000006
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,20.7,18.3,23.2,18.3 - 23.2,Unknown,2021,1,6,1,41.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,16.6,13.6,19.9,13.6 - 19.9,Unknown,2021,1,6,1,33.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,14.8,13.9,15.8,13.9 - 15.8,Unknown,2021,1,6,1,29.700000000000003
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,26.1,25.3,27.0,25.3 - 27.0,Unknown,2021,1,6,1,52.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,11.8,11.2,12.5,11.2 - 12.5,Unknown,2021,1,6,1,23.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,33.6,32.5,34.7,32.5 - 34.7,Unknown,2021,1,6,1,67.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,14.4,12.4,16.6,12.4 - 16.6,Unknown,2021,1,6,1,29.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,23.8,23.2,24.5,23.2 - 24.5,Unknown,2021,1,6,1,47.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,14.2,12.3,16.3,12.3 - 16.3,Unknown,2021,1,6,1,28.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,10.3,8.6,12.1,8.6 - 12.1,Unknown,2021,1,6,1,20.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,24.6,19.7,30.1,19.7 - 30.1,Unknown,2021,1,6,1,49.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,16.3,12.8,20.4,12.8 - 20.4,Unknown,2021,1,6,1,33.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,19.9,18.5,21.4,18.5 - 21.4,Unknown,2021,1,6,1,39.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,23.0,22.3,23.8,22.3 - 23.8,Unknown,2021,1,6,1,46.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,20.3,19.6,21.0,19.6 - 21.0,Unknown,2021,1,6,1,40.6
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,9.6,9.2,10.1,9.2 - 10.1,Unknown,2021,1,6,1,19.299999999999997
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,13.9,12.5,15.4,12.5 - 15.4,Unknown,2021,1,6,1,27.9
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,13.2,12.2,14.3,12.2 - 14.3,Unknown,2021,1,6,1,26.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,11.9,10.8,13.1,10.8 - 13.1,Unknown,2021,1,6,1,23.9
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,8.1,7.2,9.1,7.2 - 9.1,Unknown,2021,1,6,1,16.3
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,6.1,5.5,6.9,5.5 - 6.9,Unknown,2021,1,6,1,12.4
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,4.6,3.2,6.4,3.2 - 6.4,Unknown,2021,1,6,1,9.600000000000001
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,2.9,1.9,4.3,1.9 - 4.3,Unknown,2021,1,6,1,6.199999999999999
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,7.5,6.9,8.1,6.9 - 8.1,Unknown,2021,1,6,1,15.0
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,11.6,11.0,12.2,11.0 - 12.2,Unknown,2021,1,6,1,23.2
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,5.2,4.7,5.6,4.7 - 5.6,Unknown,2021,1,6,1,10.3
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,16.1,15.3,17.0,15.3 - 17.0,Unknown,2021,1,6,1,32.3
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,7.7,6.7,8.8,6.7 - 8.8,Unknown,2021,1,6,1,15.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,10.2,9.6,10.8,9.6 - 10.8,Unknown,2021,1,6,1,20.4
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,9.5,8.0,11.1,8.0 - 11.1,Unknown,2021,1,6,1,19.1
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,6.1,4.4,8.2,4.4 - 8.2,Unknown,2021,1,6,1,12.6
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,13.3,10.6,16.4,10.6 - 16.4,Unknown,2021,1,6,1,27.0
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,7.2,5.2,9.5,5.2 - 9.5,Unknown,2021,1,6,1,14.7
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,7.3,6.4,8.3,6.4 - 8.3,Unknown,2021,1,6,1,14.700000000000001
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,10.3,9.6,11.1,9.6 - 11.1,Unknown,2021,1,6,1,20.7
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,11.6,11.0,12.2,11.0 - 12.2,Unknown,2021,1,6,1,23.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,24.1,23.5,24.8,23.5 - 24.8,Unknown,2021,1,6,1,48.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,25.7,23.7,27.8,23.7 - 27.8,Unknown,2021,1,6,1,51.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,26.5,25.0,28.0,25.0 - 28.0,Unknown,2021,1,6,1,53.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,25.8,24.4,27.3,24.4 - 27.3,Unknown,2021,1,6,1,51.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,23.2,21.8,24.6,21.8 - 24.6,Unknown,2021,1,6,1,46.400000000000006
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,22.5,21.2,23.7,21.2 - 23.7,Unknown,2021,1,6,1,44.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,21.6,19.2,24.1,19.2 - 24.1,Unknown,2021,1,6,1,43.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,18.0,14.8,21.6,14.8 - 21.6,Unknown,2021,1,6,1,36.400000000000006
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,17.6,16.7,18.6,16.7 - 18.6,Unknown,2021,1,6,1,35.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,30.1,29.2,31.0,29.2 - 31.0,Unknown,2021,1,6,1,60.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,14.4,13.7,15.1,13.7 - 15.1,Unknown,2021,1,6,1,28.799999999999997
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,38.3,37.1,39.5,37.1 - 39.5,Unknown,2021,1,6,1,76.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,17.4,15.2,19.8,15.2 - 19.8,Unknown,2021,1,6,1,35.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,27.1,26.4,27.8,26.4 - 27.8,Unknown,2021,1,6,1,54.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,18.8,16.7,21.1,16.7 - 21.1,Unknown,2021,1,6,1,37.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,12.8,11.0,14.8,11.0 - 14.8,Unknown,2021,1,6,1,25.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,29.7,24.6,35.3,24.6 - 35.3,Unknown,2021,1,6,1,59.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,18.0,14.1,22.4,14.1 - 22.4,Unknown,2021,1,6,1,36.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,22.0,20.4,23.6,20.4 - 23.6,Unknown,2021,1,6,1,44.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,26.7,25.8,27.6,25.8 - 27.6,Unknown,2021,1,6,1,53.400000000000006
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,25.0,24.3,25.8,24.3 - 25.8,Unknown,2021,1,6,1,50.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,11.4,10.9,11.9,10.9 - 11.9,Unknown,2021,1,6,1,22.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,21.0,19.4,22.7,19.4 - 22.7,Unknown,2021,1,6,1,42.099999999999994
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,16.3,15.1,17.7,15.1 - 17.7,Unknown,2021,1,6,1,32.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,12.3,11.1,13.5,11.1 - 13.5,Unknown,2021,1,6,1,24.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,9.5,8.6,10.4,8.6 - 10.4,Unknown,2021,1,6,1,19.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,6.0,5.3,6.7,5.3 - 6.7,Unknown,2021,1,6,1,12.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,3.3,2.6,4.2,2.6 - 4.2,Unknown,2021,1,6,1,6.800000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,80 years and above,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,2.9,1.7,4.4,1.7 - 4.4,Unknown,2021,1,6,1,6.1000000000000005
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Male,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,9.0,8.3,9.8,8.3 - 9.8,Unknown,2021,1,6,1,18.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,13.5,12.9,14.1,12.9 - 14.1,Unknown,2021,1,6,1,27.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,3.3,2.9,3.8,2.9 - 3.8,Unknown,2021,1,6,1,6.699999999999999
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,23.0,21.9,24.2,21.9 - 24.2,Unknown,2021,1,6,1,46.099999999999994
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,11.1,9.3,13.2,9.3 - 13.2,Unknown,2021,1,6,1,22.5
